SAMPLE	output.r2.means.P3	output.i.means.P3	output.r.means.P3	output.e.means.P3	output.f.means.P3	output.c.means.P3	output.vc.means.P3	ymin.r2.P3	ymin.i.P3	ymin.r.P3	ymin.e.P3	ymin.f.P3	ymin.c.P3	ymin.vc.P3	ymax.r2.P3	ymax.i.P3	ymax.r.P3	ymax.e.P3	ymax.f.P3	ymax.c.P3	ymax.vc.P3	output.r2.means.P2	output.i.means.P2	output.r.means.P2	output.e.means.P2	output.f.means.P2	output.c.means.P2	output.vc.means.P2	ymin.r2.P2	ymin.i.P2	ymin.r.P2	ymin.e.P2	ymin.f.P2	ymin.c.P2	ymin.vc.P2	ymax.r2.P2	ymax.i.P2	ymax.r.P2	ymax.e.P2	ymax.f.P2	ymax.c.P2	ymax.vc.P2	output.r2.means.P1	output.i.means.P1	output.r.means.P1	output.e.means.P1	output.f.means.P1	output.c.means.P1	output.vc.means.P1	ymin.r2.P1	ymin.i.P1	ymin.r.P1	ymin.e.P1	ymin.f.P1	ymin.c.P1	ymin.vc.P1	ymax.r2.P1	ymax.i.P1	ymax.r.P1	ymax.e.P1	ymax.f.P1	ymax.c.P1	ymax.vc.P1	output.r2.means.P4	output.i.means.P4	output.r.means.P4	output.e.means.P4	output.f.means.P4	output.c.means.P4	output.vc.means.P4	ymin.r2.P4	ymin.i.P4	ymin.r.P4	ymin.e.P4	ymin.f.P4	ymin.c.P4	ymin.vc.P4	ymax.r2.P4	ymax.i.P4	ymax.r.P4	ymax.e.P4	ymax.f.P4	ymax.c.P4	ymax.vc.P4
102	0.174640027	0.8011301	0.781566237	0.545788633	0.65959397	0.091906827	0.196646944	0.133661194	0.766921185	0.611549593	0.463788546	0.612789252	0.080708677	0.152990899	0.21561886	0.835339016	0.951582881	0.62778872	0.706398687	0.103104976	0.240302989	0.179300694	0.80066453	0.815866969	0.554036142	0.656220922	0.090633835	0.199313265	0.141718907	0.768988979	0.670077801	0.470642396	0.611498226	0.078553835	0.154664707	0.216882481	0.83234008	0.961656137	0.637429889	0.700943619	0.102713836	0.243961823	0.176549962	0.802388994	0.808797627	0.544220008	0.661116872	0.090071436	0.191135527	0.140861753	0.770508256	0.648455433	0.472783532	0.612959063	0.078112091	0.149247182	0.212238171	0.834269732	0.969139822	0.615656484	0.709274681	0.102030781	0.233023871	0.176464841	0.80181486	0.812174051	0.546771007	0.6593811	0.090214973	0.196115775	0.138309173	0.76991845	0.649073043	0.471745525	0.616286989	0.078352335	0.153524904	0.214620508	0.833711271	0.975275059	0.621796488	0.70247521	0.102077611	0.238706646
103	0.173824911	0.802494326	0.793683653	0.540173591	0.663328031	0.091325658	0.202908793	0.135500391	0.770182465	0.641604261	0.473083508	0.621379863	0.078246838	0.153119413	0.21214943	0.834806187	0.945763044	0.607263674	0.705276199	0.104404477	0.252698174	0.174412109	0.801455777	0.787101334	0.553628921	0.66056004	0.090264469	0.196321643	0.133046331	0.768771947	0.631800939	0.478314559	0.617827675	0.079139863	0.157105822	0.215777887	0.834139606	0.942401728	0.628943284	0.703292405	0.101389074	0.235537464	0.175284215	0.803887554	0.827893428	0.551854549	0.661700972	0.08910423	0.190363538	0.138598807	0.770487286	0.670681755	0.468747091	0.619796028	0.077373826	0.145257678	0.211969623	0.837287821	0.985105102	0.634962007	0.703605915	0.100834633	0.235469399	0.176711419	0.8015695	0.814000189	0.546447856	0.659430934	0.090325083	0.196279209	0.13828866	0.769614046	0.649986242	0.471442985	0.616391142	0.078442013	0.154377995	0.215134178	0.833524953	0.978014135	0.621452727	0.702470726	0.102208153	0.238180424
104	0.178542438	0.798747569	0.778438406	0.550597207	0.654726168	0.09075606	0.197439081	0.140277725	0.769263728	0.631366938	0.471074965	0.61232026	0.079245839	0.157009794	0.216807151	0.828231411	0.925509875	0.630119449	0.697132076	0.102266281	0.237868369	0.173260677	0.803477301	0.793022949	0.550084459	0.664146034	0.090297601	0.198338629	0.137893972	0.773200421	0.63760493	0.472217517	0.621488947	0.077706453	0.149561018	0.208627381	0.833754181	0.948440968	0.627951401	0.706803121	0.102888748	0.24711624	0.17544883	0.796189488	0.822720804	0.544444783	0.664349809	0.089843661	0.191869905	0.13335118	0.762802968	0.65149908	0.47541399	0.621691065	0.077652594	0.14994305	0.21754648	0.829576008	0.993942529	0.613475575	0.707008552	0.102034727	0.23379676	0.1762762	0.801451311	0.813035582	0.546311703	0.659652476	0.090488707	0.196290619	0.138414122	0.769896007	0.651400378	0.472104427	0.616651605	0.078526627	0.154402616	0.214138278	0.833006615	0.974670786	0.620518979	0.702653347	0.102450787	0.238178621
105	0.1786201	0.805446151	0.789521202	0.542933127	0.662984821	0.090300318	0.201252488	0.141773079	0.776905789	0.643226201	0.467888293	0.621853706	0.078620496	0.152279332	0.215467122	0.833986514	0.935816203	0.617977961	0.704115937	0.10198014	0.250225644	0.179016266	0.800270471	0.810298495	0.547573384	0.658992829	0.09100604	0.198795029	0.139788486	0.771386329	0.64721908	0.465517403	0.613369405	0.07998175	0.160151914	0.218244046	0.829154613	0.97337791	0.629629366	0.704616252	0.102030331	0.237438145	0.175865274	0.801633865	0.830482124	0.545899918	0.662359675	0.091293918	0.195836421	0.136767889	0.769834982	0.648959886	0.464228483	0.620352543	0.077079403	0.14806781	0.214962659	0.833432747	1.012004362	0.627571353	0.704366807	0.105508432	0.243605032	0.176516021	0.801408231	0.815018961	0.546329178	0.659725477	0.090508215	0.196064437	0.138640197	0.770072443	0.652695418	0.47222414	0.616800937	0.078680607	0.153963904	0.214391845	0.832744019	0.977342505	0.620434217	0.702650017	0.102335824	0.23816497
106	0.176769851	0.79925769	0.805280575	0.547876476	0.661362922	0.090010852	0.202074649	0.139853641	0.76500701	0.641706023	0.466574212	0.619222256	0.07722639	0.160329751	0.213686061	0.833508371	0.968855128	0.62917874	0.703503587	0.102795313	0.243819548	0.175894067	0.798644278	0.796207597	0.550288987	0.65450644	0.090898449	0.198845949	0.141546238	0.764885133	0.636147962	0.484265749	0.619377391	0.080349811	0.156903894	0.210241896	0.832403424	0.956267232	0.616312226	0.68963549	0.101447086	0.240788005	0.176053351	0.80019671	0.821642556	0.55003571	0.661838951	0.090957886	0.189501522	0.140228419	0.767925841	0.660772493	0.462369524	0.621204914	0.078006607	0.15461486	0.211878283	0.832467579	0.98251262	0.637701895	0.702472989	0.103909164	0.224388185	0.176338771	0.801089848	0.813231712	0.546027118	0.659638103	0.090564393	0.196065211	0.138658473	0.769731914	0.652555791	0.471919517	0.61669816	0.078905773	0.154445806	0.214019069	0.832447782	0.973907633	0.620134719	0.702578047	0.102223013	0.237684616
107	0.174996735	0.802363051	0.787673993	0.545533456	0.661683713	0.091059001	0.202296139	0.141394447	0.774885316	0.633010735	0.469599147	0.618351908	0.07997187	0.165230204	0.208599023	0.829840786	0.94233725	0.621467764	0.705015517	0.102146132	0.239362074	0.17440342	0.800943034	0.806636405	0.547306899	0.657624202	0.091283403	0.196327598	0.136843016	0.769240357	0.638477883	0.474694991	0.6123498	0.078790099	0.158773276	0.211963824	0.83264571	0.974794927	0.619918806	0.702898603	0.103776708	0.23388192	0.176572872	0.800089351	0.814193394	0.548553313	0.662629882	0.0905027	0.193793552	0.142335041	0.773889865	0.657284036	0.478027066	0.623672537	0.079374311	0.154429266	0.210810704	0.826288837	0.971102753	0.619079561	0.701587227	0.10163109	0.233157838	0.176517173	0.801118108	0.812004326	0.546306523	0.659615309	0.090695188	0.196393011	0.138721506	0.769807757	0.652598666	0.472728181	0.617093992	0.07906419	0.155055689	0.21431284	0.832428458	0.971409987	0.619884865	0.702136625	0.102326187	0.237730334
108	0.17764316	0.797512844	0.779477542	0.545115378	0.661885247	0.091031355	0.200575164	0.139605853	0.761902633	0.618164508	0.478128299	0.619049109	0.080629062	0.156099699	0.215680467	0.833123055	0.940790576	0.612102458	0.704721385	0.101433649	0.245050629	0.17522895	0.798456884	0.806838347	0.541769385	0.660925334	0.090988132	0.1987464	0.138240946	0.767512619	0.648741311	0.466973759	0.614909091	0.078431041	0.156667503	0.212216955	0.82940115	0.964935382	0.616565012	0.706941577	0.103545224	0.240825297	0.176405368	0.799741575	0.812824555	0.552626486	0.66131497	0.090642335	0.195790393	0.14163738	0.764050791	0.670304665	0.480655567	0.612829036	0.080717943	0.155574972	0.211173355	0.835432359	0.955344445	0.624597406	0.709800903	0.100566727	0.236005813	0.176070543	0.801032631	0.813366367	0.546283565	0.65998994	0.090763282	0.196017103	0.138900398	0.769887178	0.653074386	0.473475365	0.61761011	0.079142174	0.15481753	0.213240688	0.832178083	0.973658349	0.619091764	0.702369771	0.102384389	0.237216676
109	0.176300713	0.801652143	0.815792237	0.545041339	0.663121602	0.092576656	0.197403792	0.142558748	0.772194277	0.660518975	0.469997014	0.61979969	0.081017005	0.160607157	0.210042677	0.831110008	0.971065499	0.620085664	0.706443514	0.104136306	0.234200426	0.174887603	0.801050889	0.798387822	0.549106158	0.659842698	0.090611718	0.199998755	0.137970808	0.773496841	0.660933746	0.483837607	0.620808266	0.079344238	0.155749724	0.211804398	0.828604938	0.935841897	0.614374709	0.69887713	0.101879199	0.244247786	0.174617121	0.799976909	0.825251708	0.544958886	0.661620892	0.091301716	0.194513711	0.141409193	0.770215664	0.673843173	0.466192984	0.619622756	0.080836388	0.156088086	0.207825049	0.829738155	0.976660243	0.623724789	0.703619029	0.101767043	0.232939336	0.176058573	0.800771131	0.813998724	0.546562328	0.660038458	0.090853083	0.19597214	0.138752662	0.769861578	0.65353028	0.473361917	0.617626886	0.079339	0.154955929	0.213364484	0.831680685	0.974467168	0.619762739	0.70245003	0.102367165	0.23698835
110	0.173795844	0.799666364	0.796024236	0.548182013	0.657315079	0.090653034	0.202050863	0.138604206	0.767396184	0.634803072	0.480556038	0.613475894	0.078379764	0.164069811	0.208987482	0.831936544	0.9572454	0.615807987	0.701154264	0.102926303	0.240031916	0.175574266	0.800030632	0.809953923	0.552240566	0.659094455	0.092152548	0.20008304	0.138985967	0.769938656	0.646534565	0.478683136	0.612310423	0.08186239	0.159801382	0.212162565	0.830122607	0.973373282	0.625797995	0.705878488	0.102442705	0.240364699	0.17799372	0.801020462	0.816538598	0.550100979	0.661541177	0.08992132	0.19683117	0.144499353	0.766613938	0.648037138	0.474080491	0.619179346	0.077761863	0.154571421	0.211488087	0.835426986	0.985040058	0.626121467	0.703903008	0.102080778	0.239090919	0.176122915	0.800489653	0.813830437	0.546660458	0.659934132	0.090942071	0.195791277	0.139274294	0.76968197	0.65543514	0.47351608	0.617675754	0.079437209	0.15499536	0.212971536	0.831297336	0.972225733	0.619804836	0.702192509	0.102446934	0.236587194
111	0.175604339	0.797508735	0.793132311	0.543913414	0.663778611	0.091259185	0.198491777	0.135213751	0.768453943	0.647258823	0.464859936	0.622238625	0.07978257	0.152688289	0.215994927	0.826563526	0.939005798	0.622966891	0.705318598	0.102735799	0.244295265	0.176701935	0.798605199	0.794548831	0.546385997	0.660240586	0.091658549	0.195831455	0.141044074	0.768589005	0.633759122	0.469136527	0.619157764	0.079980659	0.159557424	0.212359796	0.828621393	0.955338541	0.623635467	0.701323407	0.103336439	0.232105487	0.175286392	0.801693802	0.826042577	0.554447167	0.658440553	0.091144212	0.19455077	0.142256121	0.771851736	0.674524521	0.473527849	0.615881471	0.079655038	0.157338914	0.208316664	0.831535869	0.977560633	0.635366484	0.700999635	0.102633386	0.231762626	0.176239174	0.800568308	0.813124291	0.546546843	0.660227431	0.090975025	0.1959246	0.139499549	0.769632811	0.655034012	0.473874594	0.618255178	0.079478091	0.155202631	0.2129788	0.831503805	0.971214569	0.619219093	0.702199684	0.102471959	0.236646569
112	0.174874856	0.797045484	0.788200886	0.556791719	0.659119918	0.091279391	0.200241787	0.1372527	0.767401595	0.6519052	0.477372612	0.617748539	0.079924114	0.153279263	0.212497012	0.826689373	0.924496572	0.636210827	0.700491297	0.102634668	0.247204311	0.177501502	0.800755196	0.799647835	0.551559406	0.660564296	0.091959886	0.201760933	0.141439327	0.768664476	0.647996462	0.496942287	0.626513532	0.081556235	0.151205797	0.213563678	0.832845915	0.951299209	0.606176525	0.694615059	0.102363537	0.25231607	0.175010207	0.798857535	0.819466419	0.55300223	0.662155114	0.091674818	0.194362175	0.142186343	0.767441436	0.648812912	0.479368554	0.624227649	0.08142107	0.151106181	0.207834071	0.830273634	0.990119925	0.626635905	0.700082579	0.101928565	0.237618169	0.176094299	0.800270762	0.811925765	0.546542657	0.660455822	0.09112667	0.195578633	0.139535066	0.769670596	0.655244425	0.47456226	0.618789893	0.079656153	0.15460408	0.212653533	0.830870928	0.968607105	0.618523054	0.702121751	0.102597186	0.236553185
113	0.172881456	0.79866577	0.784091798	0.550157882	0.659925302	0.091464498	0.198958406	0.138054624	0.769765093	0.63736547	0.481545012	0.621946254	0.0804381	0.160411535	0.207708287	0.827566447	0.930818126	0.618770753	0.697904349	0.102490896	0.237505277	0.175780605	0.801150295	0.798172602	0.547794979	0.658945208	0.090701923	0.197866531	0.139511495	0.769117018	0.65270118	0.470328572	0.613336939	0.078862709	0.153189218	0.212049714	0.833183572	0.943644025	0.625261385	0.704553477	0.102541136	0.242543844	0.17288182	0.797858867	0.809655078	0.552653183	0.661984532	0.091126001	0.194875744	0.139519741	0.76870642	0.672294682	0.481067237	0.618820952	0.07863664	0.150845577	0.206243899	0.827011313	0.947015475	0.62423913	0.705148113	0.103615363	0.238905911	0.175968418	0.800046575	0.812290013	0.546449968	0.660237698	0.091207206	0.195715067	0.139422659	0.769323866	0.656217708	0.474965111	0.618227202	0.079690945	0.155160907	0.212514177	0.830769284	0.968362318	0.617934826	0.702248193	0.102723466	0.236269227
114	0.176100275	0.800013146	0.771415111	0.548309058	0.659769242	0.092092279	0.202683666	0.139896217	0.768297477	0.628644597	0.474347907	0.618540099	0.080100316	0.157024505	0.212304334	0.831728815	0.914185625	0.622270209	0.700998386	0.104084242	0.248342827	0.179035458	0.797988467	0.798048792	0.547423716	0.658864098	0.090610904	0.197354358	0.144965116	0.764852383	0.653871437	0.478161348	0.618691486	0.079415085	0.151510908	0.2131058	0.831124552	0.942226148	0.616686084	0.69903671	0.101806722	0.243197808	0.179483219	0.801487556	0.812118556	0.548231823	0.664784859	0.091115636	0.192646938	0.142549079	0.770356909	0.657629954	0.470712227	0.627141941	0.080884952	0.15697101	0.216417359	0.832618203	0.966607158	0.62575142	0.702427778	0.10134632	0.228322866	0.175848072	0.79998567	0.812368067	0.54629509	0.660417983	0.091194339	0.19561061	0.139846682	0.769484847	0.655514895	0.474669075	0.618470154	0.079841427	0.155256679	0.211849462	0.830486493	0.96922124	0.617921105	0.702365812	0.102547252	0.235964542
115	0.175635211	0.800864248	0.799819717	0.547449262	0.661064463	0.091911399	0.198405674	0.143192187	0.771227108	0.630600216	0.476063356	0.61693444	0.081873953	0.154571225	0.208078235	0.830501388	0.969039219	0.618835169	0.705194487	0.101948844	0.242240124	0.175328386	0.797335137	0.798151106	0.542952766	0.660923473	0.091893578	0.199287266	0.139495676	0.767869952	0.646217435	0.478340504	0.615653269	0.080537391	0.161506522	0.211161097	0.826800322	0.950084778	0.607565029	0.706193677	0.103249765	0.23706801	0.175249122	0.800461504	0.829182533	0.54892473	0.65998452	0.091429257	0.19308051	0.13851218	0.771286775	0.67187634	0.481878708	0.617921061	0.079839808	0.151644096	0.211986064	0.829636234	0.986488726	0.615970752	0.702047979	0.103018707	0.234516924	0.175811096	0.799894989	0.812256755	0.54619985	0.660615863	0.091217751	0.195920751	0.139695471	0.76952457	0.657259115	0.475046975	0.619101252	0.079883424	0.156152353	0.211926721	0.830265408	0.967254395	0.617352724	0.702130475	0.102552079	0.235689149
116	0.175526683	0.800404834	0.798904364	0.546621641	0.663057667	0.092182142	0.200026761	0.137938957	0.771450043	0.607540332	0.471003114	0.620381354	0.080789892	0.157825313	0.21311441	0.829359624	0.990268396	0.622240168	0.705733981	0.103574392	0.242228209	0.173793742	0.798451273	0.800912437	0.553189432	0.661724639	0.091315592	0.197542567	0.136834562	0.766392675	0.656683843	0.484979432	0.622889942	0.078018317	0.16014668	0.210752922	0.830509872	0.945141032	0.621399432	0.700559336	0.104612868	0.234938453	0.178107002	0.799930143	0.82123246	0.546006863	0.662409325	0.091203454	0.19466506	0.14494659	0.768805319	0.674673756	0.463489788	0.618093112	0.079816744	0.155436344	0.211267415	0.831054966	0.967791163	0.628523937	0.706725538	0.102590164	0.233893776	0.175927365	0.79962745	0.81283867	0.546539281	0.660687646	0.091292212	0.195352599	0.140158148	0.76955812	0.657799359	0.47573965	0.619284776	0.08009004	0.155481517	0.211696582	0.82969678	0.967877982	0.617338913	0.702090516	0.102494383	0.23522368
117	0.177115778	0.801110914	0.803655825	0.538282191	0.660140943	0.092664798	0.197147194	0.143760985	0.769566556	0.653684691	0.475634471	0.617562141	0.080447726	0.158382285	0.21047057	0.832655271	0.953626959	0.600929911	0.702719745	0.10488187	0.235912104	0.173823735	0.7969212	0.795054035	0.547351456	0.657501135	0.091821154	0.200886312	0.137324682	0.765834199	0.636341068	0.479915496	0.61338116	0.07966683	0.161274476	0.210322789	0.828008202	0.953767002	0.614787416	0.70162111	0.103975478	0.240498149	0.176361181	0.799110527	0.819864161	0.551104621	0.665327616	0.093241024	0.192498832	0.142571567	0.770529612	0.661861209	0.485134056	0.625162727	0.083323036	0.156455066	0.210150795	0.827691442	0.977867112	0.617075185	0.705492505	0.103159013	0.228542598	0.175635061	0.799693564	0.812250674	0.54608604	0.660670973	0.091452508	0.195493536	0.140254413	0.769865585	0.657228824	0.476620524	0.619169944	0.080262989	0.156037575	0.211015709	0.829521544	0.967272524	0.615551557	0.702172003	0.102642026	0.234949498
118	0.175621744	0.798728495	0.789495988	0.548732884	0.660443499	0.09223276	0.198627892	0.143976423	0.76780531	0.650112353	0.480614086	0.62425559	0.081185154	0.157358656	0.207267064	0.82965168	0.928879623	0.616851681	0.696631408	0.103280366	0.239897127	0.173627293	0.797086253	0.800642912	0.549736284	0.661624008	0.091368641	0.197750134	0.138585566	0.764535805	0.657688659	0.477358554	0.624276316	0.079709567	0.156347231	0.208669019	0.829636701	0.943597165	0.622114015	0.6989717	0.103027714	0.239153038	0.178257574	0.798400172	0.817884109	0.547570079	0.665011271	0.091013795	0.192222035	0.140510145	0.768963369	0.668886109	0.480231977	0.626400687	0.080060117	0.155087019	0.216005002	0.827836975	0.966882109	0.614908181	0.703621854	0.101967473	0.22935705	0.175671501	0.799291022	0.812536398	0.546825975	0.66114783	0.091541581	0.195457916	0.140176699	0.769498793	0.658678725	0.47710563	0.619701333	0.080332888	0.156227854	0.211166303	0.829083252	0.96639407	0.616546321	0.702594326	0.102750275	0.234687979
119	0.17302861	0.798436329	0.784528895	0.546309228	0.659235084	0.092551528	0.202891344	0.139395607	0.770562284	0.65471259	0.47392171	0.61687463	0.081318512	0.164290507	0.206661613	0.826310374	0.914345199	0.618696746	0.701595539	0.103784544	0.241492181	0.177783287	0.798582859	0.811948977	0.555174566	0.662354434	0.091627439	0.199495131	0.139171794	0.767270406	0.649231692	0.480365973	0.627878301	0.078906283	0.151224974	0.216394781	0.829895311	0.974666262	0.629983159	0.696830567	0.104348594	0.247765287	0.174557537	0.801914186	0.820668657	0.548425216	0.663045044	0.091449968	0.195079705	0.139148929	0.779407808	0.665022802	0.469909094	0.627045788	0.081712617	0.158009567	0.209966146	0.824420565	0.976314512	0.626941338	0.699044301	0.101187318	0.232149842	0.175881224	0.799515549	0.812318795	0.546366638	0.661035768	0.091645122	0.195281841	0.140342439	0.770008129	0.658408689	0.476798493	0.620362136	0.080453142	0.156265619	0.211420009	0.829022969	0.966228901	0.615934782	0.7017094	0.102837102	0.234298064
120	0.173330692	0.798713077	0.786424376	0.549715342	0.662846025	0.092350246	0.198154455	0.144602349	0.772605137	0.647020082	0.480391176	0.629717672	0.08179358	0.154644333	0.202059035	0.824821017	0.92582867	0.619039507	0.695974378	0.102906911	0.241664576	0.172875358	0.799304916	0.8042566	0.55209769	0.658783958	0.092797114	0.197606852	0.138235077	0.766737922	0.646780772	0.488989568	0.617520816	0.081095916	0.161808805	0.20751564	0.831871909	0.961732428	0.615205812	0.7000471	0.104498312	0.2334049	0.171944372	0.800432361	0.811013554	0.549563615	0.664439506	0.091982662	0.191085602	0.141721427	0.772194387	0.659387685	0.480627902	0.621417328	0.080391854	0.151980026	0.202167317	0.828670335	0.962639422	0.618499329	0.707461684	0.10357347	0.230191178	0.175578783	0.799218645	0.811764132	0.546706495	0.660856705	0.09164272	0.195465665	0.140368507	0.769600971	0.657141316	0.477426981	0.620028212	0.080517446	0.156454038	0.210789059	0.828836319	0.966386948	0.61598601	0.701685199	0.102767994	0.234477291
121	0.17555761	0.79824753	0.790192945	0.548904553	0.664057489	0.091564883	0.202872733	0.135505406	0.772116688	0.653017411	0.477144871	0.626192512	0.081663286	0.163272907	0.215609814	0.824378373	0.92736848	0.620664235	0.701922465	0.10146648	0.242472558	0.176656928	0.796941404	0.801358115	0.551792763	0.660060186	0.09340821	0.19783602	0.14137448	0.769932324	0.645982606	0.473440641	0.619914906	0.083685112	0.153075919	0.211939376	0.823950485	0.956733625	0.630144885	0.700205466	0.103131309	0.242596121	0.176460182	0.799101971	0.814911815	0.547381933	0.663450947	0.092231594	0.195760847	0.139080188	0.76973955	0.660760175	0.475748643	0.62192953	0.081894169	0.15780969	0.213840177	0.828464392	0.969063454	0.619015224	0.704972364	0.102569019	0.233712003	0.175765922	0.799228053	0.812335257	0.546490824	0.660902988	0.091695049	0.195492564	0.140596864	0.770112612	0.660387983	0.4771531	0.619693756	0.080688123	0.156422909	0.21093498	0.828343494	0.964282532	0.615828548	0.702112219	0.102701976	0.234562218
122	0.175638254	0.799152416	0.78737647	0.542212001	0.662964637	0.092168914	0.199662518	0.140059072	0.76743876	0.65172919	0.47357554	0.624951757	0.07966817	0.155750183	0.211217436	0.830866073	0.92302375	0.610848462	0.700977518	0.104669657	0.243574853	0.176441767	0.795470838	0.811304317	0.545935249	0.660495997	0.09244432	0.20011436	0.141224344	0.768823337	0.699252935	0.481398439	0.615082424	0.081783512	0.158256688	0.211659191	0.822118338	0.923355699	0.61047206	0.705909569	0.103105128	0.241972033	0.175623453	0.799344085	0.812471683	0.55305522	0.666186796	0.091519713	0.192397011	0.143134855	0.77062985	0.668996437	0.478019546	0.621920656	0.079000981	0.148870614	0.208112051	0.828058319	0.955946929	0.628090894	0.710452936	0.104038446	0.235923407	0.17560547	0.799041361	0.811589771	0.546355028	0.66094122	0.091821176	0.19548296	0.140469935	0.769780178	0.660407318	0.477779339	0.619993901	0.080754126	0.156579777	0.210741004	0.828302544	0.962772224	0.614930718	0.701888539	0.102888226	0.234386144
123	0.173929671	0.797988262	0.781452457	0.54458639	0.665904759	0.092829632	0.201560625	0.138290513	0.76967323	0.615456754	0.478577275	0.627969219	0.082803727	0.162990521	0.209568828	0.826303293	0.947448159	0.610595506	0.703840299	0.102855537	0.240130729	0.175291586	0.795316324	0.796826918	0.552972256	0.662318137	0.093003464	0.200967076	0.141063579	0.763617412	0.634785515	0.476876456	0.624490468	0.083017711	0.162728103	0.209519593	0.827015236	0.95886832	0.629068055	0.700145807	0.102989216	0.23920605	0.177120818	0.797601247	0.809094887	0.552410887	0.662591351	0.090914242	0.192611523	0.141033672	0.768569368	0.64654089	0.485075389	0.623337285	0.080970324	0.157338987	0.213207963	0.826633126	0.971648884	0.619746385	0.701845416	0.100858161	0.227884058	0.175647239	0.798975115	0.811450177	0.546777917	0.661314469	0.091771768	0.195183999	0.140545398	0.76965186	0.659846468	0.477480342	0.620712904	0.080898246	0.156604935	0.210749081	0.82829837	0.963053885	0.616075492	0.701916034	0.10264529	0.233763064
124	0.173726325	0.801117345	0.786338824	0.547107028	0.663915504	0.0925076	0.200569172	0.14526796	0.775452483	0.6373183	0.482703298	0.623304713	0.082865015	0.163862313	0.202184691	0.826782208	0.935359347	0.611510758	0.704526295	0.102150185	0.237276031	0.177202589	0.798459812	0.796450473	0.551233127	0.661280879	0.092450672	0.201608993	0.143525948	0.767543707	0.658234606	0.486695155	0.615669208	0.08275778	0.165439935	0.210879229	0.829375916	0.934666339	0.615771098	0.706892551	0.102143563	0.237778051	0.172349393	0.796978759	0.822260366	0.546791338	0.66318966	0.092152701	0.192097686	0.13916244	0.767524042	0.667640073	0.485546556	0.623246923	0.081256198	0.155646826	0.205536347	0.826433477	0.976880659	0.60803612	0.703132397	0.103049204	0.228548545	0.175444665	0.79894813	0.812594603	0.546620874	0.661053092	0.091917527	0.195283568	0.140799065	0.769719266	0.660503263	0.478674464	0.620444498	0.080990515	0.157153933	0.210090265	0.828176994	0.964685942	0.614567285	0.701661686	0.102844539	0.233413203
125	0.172295364	0.798452918	0.786795678	0.540415899	0.663094333	0.092102871	0.19749973	0.143722245	0.770371874	0.651479935	0.469670036	0.621553932	0.08198362	0.155237942	0.200868484	0.826533963	0.922111421	0.611161762	0.704634734	0.102222123	0.239761519	0.177337959	0.798236861	0.806299989	0.549457541	0.664758337	0.092883382	0.196551202	0.142886306	0.77080496	0.654717556	0.474899223	0.625306292	0.080298473	0.157992348	0.211789612	0.825668761	0.957882422	0.62401586	0.704210382	0.105468292	0.235110057	0.174207798	0.79544466	0.811313249	0.54770943	0.66330134	0.092754217	0.194384708	0.141978427	0.768069726	0.651297791	0.482344196	0.624582305	0.081812325	0.16082757	0.206437169	0.822819595	0.971328708	0.613074664	0.702020376	0.103696109	0.227941845	0.17544757	0.798830435	0.812583943	0.546358108	0.661530459	0.092019564	0.195124189	0.140822509	0.769960942	0.662163311	0.478384136	0.621096639	0.081105983	0.157060549	0.210072632	0.827699929	0.963004576	0.61433208	0.701964278	0.102933145	0.233187829
126	0.174631188	0.799361262	0.786234535	0.548360566	0.657705889	0.092421302	0.20127744	0.140464498	0.774218239	0.649558195	0.489475512	0.614866945	0.082528367	0.164394046	0.208797878	0.824504285	0.922910876	0.607245619	0.700544834	0.102314237	0.238160835	0.173168211	0.796268877	0.787186513	0.555919457	0.661299689	0.093264268	0.199446382	0.138235333	0.765844557	0.655825483	0.483271523	0.626257134	0.082392838	0.158589915	0.208101088	0.826693197	0.918547542	0.628567391	0.696342244	0.104135698	0.240302848	0.172028963	0.797547749	0.823845423	0.548444466	0.663591445	0.092267917	0.193910625	0.141307252	0.765871136	0.692737923	0.473095596	0.620826987	0.081370215	0.153421321	0.202750674	0.829224361	0.954952924	0.623793336	0.706355902	0.103165619	0.234399929	0.17530237	0.798692649	0.811319429	0.546783727	0.661230539	0.092010183	0.194889705	0.140843747	0.769515978	0.661764641	0.479265753	0.620613892	0.081228906	0.156881488	0.209760993	0.827869321	0.960874216	0.614301702	0.701847185	0.10279146	0.232897923
127	0.174089557	0.798814321	0.78005142	0.550731483	0.66376885	0.092616636	0.197739035	0.142361427	0.769566436	0.644213401	0.479330391	0.626166728	0.081945953	0.15768481	0.205817688	0.828062206	0.915889439	0.622132575	0.701370972	0.103287319	0.237793261	0.174407885	0.79629665	0.798199757	0.543674984	0.662581593	0.093470656	0.199066806	0.143130859	0.769482119	0.644503867	0.479069593	0.622622401	0.082777818	0.161543055	0.205684911	0.823111182	0.951895647	0.608280376	0.702540786	0.104163494	0.236590556	0.176050924	0.800631224	0.81063383	0.548754166	0.663985745	0.092874951	0.192261151	0.140959619	0.773502697	0.669980507	0.476430733	0.623051267	0.082355887	0.157465408	0.211142229	0.82775975	0.951287152	0.621077599	0.704920223	0.103394016	0.227056894	0.17551483	0.798546111	0.811481532	0.546513326	0.661578464	0.092055982	0.194896388	0.141371547	0.769702084	0.661214318	0.479193892	0.62164592	0.081268016	0.157196362	0.209658114	0.827390139	0.961748746	0.613832759	0.701511008	0.102843948	0.232596414
