SAMPLE	output.r2.means.M3	output.i.means.M3	output.r.means.M3	output.e.means.M3	output.f.means.M3	output.c.means.M3	output.vc.means.M3	ymin.r2.M3	ymin.i.M3	ymin.r.M3	ymin.e.M3	ymin.f.M3	ymin.c.M3	ymin.vc.M3	ymax.r2.M3	ymax.i.M3	ymax.r.M3	ymax.e.M3	ymax.f.M3	ymax.c.M3	ymax.vc.M3	output.r2.means.M2	output.i.means.M2	output.r.means.M2	output.e.means.M2	output.f.means.M2	output.c.means.M2	output.vc.means.M2	ymin.r2.M2	ymin.i.M2	ymin.r.M2	ymin.e.M2	ymin.f.M2	ymin.c.M2	ymin.vc.M2	ymax.r2.M2	ymax.i.M2	ymax.r.M2	ymax.e.M2	ymax.f.M2	ymax.c.M2	ymax.vc.M2	output.r2.means.M1	output.i.means.M1	output.r.means.M1	output.e.means.M1	output.f.means.M1	output.c.means.M1	output.vc.means.M1	ymin.r2.M1	ymin.i.M1	ymin.r.M1	ymin.e.M1	ymin.f.M1	ymin.c.M1	ymin.vc.M1	ymax.r2.M1	ymax.i.M1	ymax.r.M1	ymax.e.M1	ymax.f.M1	ymax.c.M1	ymax.vc.M1
120	0.50068551	0.901363392	1.183405115	0.555913173	0.416143638	0.028095215	0.550042736	0.443079982	0.881731233	0.83140639	0.443784062	0.372349929	0.024526646	0.489248603	0.558291037	0.920995551	1.53540384	0.668042284	0.459937347	0.031663784	0.610836869	0.175407859	0.807758814	0.834263416	0.565783135	0.65206376	0.092921046	0.191960319	0.138555842	0.782408889	0.672228617	0.501704624	0.61449037	0.081712939	0.156843128	0.212259877	0.833108739	0.996298214	0.629861646	0.689637151	0.104129153	0.22707751	0.091198009	0.734364304	0.760269483	0.561384565	0.72782393	0.135864018	0.101680101	0.077638158	0.695719175	0.643549726	0.491264921	0.698606484	0.119707405	0.086339114	0.104757859	0.773009433	0.876989239	0.631504209	0.757041377	0.15202063	0.117021088
121	0.500198603	0.901928863	1.216065361	0.568033845	0.416860469	0.028024974	0.55841282	0.432929578	0.882791061	0.89505772	0.441582334	0.375159299	0.024452012	0.497228045	0.567467627	0.921066665	1.537073001	0.694485355	0.45856164	0.031597936	0.619597594	0.176889527	0.806098926	0.837433503	0.559621505	0.653267538	0.092864453	0.198357021	0.137839889	0.776643478	0.68001171	0.495806078	0.616203235	0.082119512	0.159773299	0.215939164	0.835554373	0.994855295	0.623436932	0.690331841	0.103609394	0.236940742	0.092958477	0.73660233	0.747878348	0.568520588	0.724041189	0.136760759	0.10290613	0.07942581	0.698708035	0.639056109	0.501347304	0.688846177	0.121837661	0.087482689	0.106491145	0.774496624	0.856700586	0.635693872	0.759236201	0.151683857	0.118329571
122	0.503935343	0.90170008	1.232832791	0.555566328	0.418928479	0.027917708	0.55953393	0.443747212	0.880230046	0.898530544	0.438217619	0.382651237	0.024366361	0.493141289	0.564123474	0.923170115	1.567135037	0.672915038	0.455205721	0.031469055	0.625926571	0.1731175	0.805328459	0.839837929	0.565720369	0.650841053	0.092131069	0.196410156	0.137592477	0.775102628	0.680863221	0.489574178	0.613549332	0.080460089	0.157125308	0.208642524	0.83555429	0.998812636	0.641866559	0.688132774	0.103802049	0.235695003	0.091313192	0.734616616	0.748177386	0.56417188	0.728451413	0.136122547	0.101769083	0.077534445	0.695767504	0.634119032	0.50232917	0.695446905	0.120906991	0.086300704	0.105091939	0.773465729	0.862235739	0.626014589	0.761455922	0.151338103	0.117237463
123	0.500127193	0.899026969	1.228361726	0.551280296	0.415803974	0.028207399	0.553823818	0.446286665	0.877925981	0.901333616	0.446463881	0.378114384	0.025111069	0.499142748	0.55396772	0.920127956	1.555389835	0.65609671	0.453493563	0.031303729	0.608504888	0.177074267	0.805464302	0.838076878	0.560592234	0.653213068	0.092636826	0.198753758	0.145129759	0.77064999	0.682677913	0.490327166	0.612187103	0.08336847	0.158004097	0.209018775	0.840278613	0.993475842	0.630857302	0.694239032	0.101905183	0.23950342	0.091421495	0.735957651	0.74644676	0.568705544	0.729053725	0.13529616	0.101004614	0.076936696	0.702993701	0.633729915	0.498152749	0.698642195	0.11937656	0.086375244	0.105906294	0.768921602	0.859163605	0.639258339	0.759465256	0.15121576	0.115633985
124	0.499929232	0.900477335	1.236648974	0.562479413	0.417126769	0.028242401	0.561301078	0.447855694	0.880777136	0.865105058	0.456552896	0.38170648	0.024981817	0.503209757	0.55200277	0.920177533	1.60819289	0.66840593	0.452547057	0.031502986	0.619392399	0.173188156	0.808065812	0.854716635	0.55564248	0.654651115	0.091867376	0.199331096	0.138273129	0.777206601	0.686991713	0.482129093	0.61556501	0.081808738	0.153733685	0.208103182	0.838925023	1.022441558	0.629155867	0.69373722	0.101926015	0.244928507	0.091768665	0.734451588	0.753907259	0.558295723	0.729155784	0.135627245	0.101684005	0.077934517	0.697940658	0.639518994	0.499748515	0.694143149	0.118147788	0.087053729	0.105602813	0.770962519	0.868295523	0.61684293	0.76416842	0.153106702	0.11631428
125	0.502282469	0.902515415	1.205592978	0.56054467	0.417355336	0.028481652	0.556475476	0.450326661	0.882096634	0.894791839	0.428184926	0.381469672	0.024983698	0.49414869	0.554238276	0.922934195	1.516394117	0.692904414	0.453241001	0.031979606	0.618802262	0.174458749	0.807658384	0.834310723	0.560929328	0.651425211	0.092372931	0.195661258	0.137613946	0.779563842	0.709573075	0.496090558	0.616894511	0.08101531	0.155264696	0.211303552	0.835752925	0.959048371	0.625768098	0.685955912	0.103730551	0.23605782	0.091565987	0.736920137	0.747860198	0.571067973	0.724576942	0.13630965	0.100996182	0.077799443	0.699993286	0.63456267	0.510714884	0.690508919	0.121348585	0.086356248	0.105332531	0.773846988	0.861157727	0.631421063	0.758644964	0.151270716	0.115636115
126	0.502204911	0.899017058	1.199486164	0.55522234	0.413066235	0.028306801	0.559204535	0.447130247	0.87946072	0.891020633	0.437138837	0.377684992	0.025088477	0.484707745	0.557279575	0.918573397	1.507951695	0.673305842	0.448447478	0.031525125	0.633701324	0.17701235	0.804177359	0.847287157	0.557061952	0.649194579	0.091693893	0.198350635	0.139593026	0.774901132	0.69212723	0.490131561	0.602802179	0.081320055	0.16244545	0.214431674	0.833453586	1.002447084	0.623992343	0.695586979	0.10206773	0.234255821	0.092486697	0.735375723	0.746299149	0.564023926	0.723916174	0.135655514	0.100759674	0.078094481	0.697298063	0.637294313	0.509554152	0.690905266	0.120585785	0.085253087	0.106878913	0.773453384	0.855303984	0.6184937	0.756927082	0.150725244	0.116266262
127	0.497975609	0.901119979	1.204420098	0.5584232	0.417497874	0.028455383	0.564244628	0.438640063	0.880544979	0.869524409	0.428990099	0.382744184	0.02501241	0.496347691	0.557311155	0.921694979	1.539315787	0.6878563	0.452251564	0.031898355	0.632141564	0.173965657	0.805224058	0.833521074	0.56348565	0.654573951	0.09175324	0.194007813	0.139004344	0.773714944	0.698736208	0.497111719	0.615548793	0.081466957	0.157648454	0.208926971	0.836733172	0.96830594	0.629859581	0.693599109	0.102039522	0.230367172	0.09279491	0.736420868	0.748405542	0.564261552	0.726787195	0.136255015	0.102465397	0.079063778	0.698436366	0.632907659	0.498558233	0.690688134	0.119249719	0.086217266	0.106526042	0.77440537	0.863903424	0.629964871	0.762886257	0.153260311	0.118713528
128	0.501024699	0.898755919	1.199091925	0.55348541	0.415153943	0.028318528	0.55693332	0.443815704	0.879720713	0.865570959	0.438625365	0.377244504	0.025084932	0.496787545	0.558233693	0.917791126	1.532612892	0.668345455	0.453063381	0.031552125	0.617079095	0.1727206	0.805263016	0.817704326	0.565136739	0.650564814	0.092486025	0.196292978	0.136784304	0.777112373	0.676263524	0.492760571	0.614504758	0.081590144	0.161944702	0.208656896	0.833413659	0.959145127	0.637512906	0.68662487	0.103381905	0.230641253	0.090609734	0.734593742	0.748251344	0.562889927	0.728546989	0.136819129	0.101623775	0.078375251	0.69964672	0.630999377	0.497286254	0.695015853	0.121962851	0.087454696	0.102844218	0.769540763	0.865503312	0.628493601	0.762078125	0.151675407	0.115792854
129	0.505010405	0.901071776	1.218353147	0.553735445	0.416941466	0.02856434	0.559784091	0.450875264	0.882300466	0.828253707	0.45899779	0.378544088	0.025081746	0.500267648	0.559145546	0.919843087	1.608452588	0.6484731	0.455338844	0.032046934	0.619300534	0.175504663	0.807020818	0.832245071	0.569866292	0.650810411	0.092988124	0.192854208	0.138743759	0.779818612	0.693801159	0.504481715	0.607086144	0.082322866	0.154770172	0.212265566	0.834223024	0.970688983	0.635250868	0.694534678	0.103653382	0.230938244	0.091958196	0.73341512	0.756871086	0.56339126	0.728246627	0.137699874	0.100837878	0.077943001	0.701617672	0.643799756	0.498732927	0.698426068	0.118187548	0.086896015	0.105973392	0.765212568	0.869942416	0.628049593	0.758067186	0.1572122	0.11477974
130	0.505502015	0.900576752	1.187367243	0.557826161	0.416940816	0.028383311	0.564510162	0.449645231	0.87919618	0.853026451	0.452309133	0.378159998	0.025526544	0.499360194	0.5613588	0.921957323	1.521708035	0.663343189	0.455721635	0.031240077	0.62966013	0.176388797	0.804998297	0.83125548	0.566172048	0.653275399	0.093001427	0.196761033	0.141712777	0.775142969	0.675750589	0.493071997	0.61388677	0.082848864	0.159334037	0.211064817	0.834853625	0.986760372	0.639272098	0.692664027	0.10315399	0.234188028	0.090794503	0.732897543	0.748952697	0.571270133	0.728524161	0.136270655	0.10187151	0.075855479	0.69855727	0.651927137	0.500948256	0.696616254	0.120975778	0.08695993	0.105733527	0.767237815	0.845978258	0.641592009	0.760432068	0.151565532	0.11678309
131	0.500247868	0.900105376	1.232259513	0.559361266	0.419202885	0.028427512	0.556854425	0.436783012	0.883061575	0.886176853	0.444370476	0.378534582	0.025110203	0.490054691	0.563712723	0.917149177	1.578342173	0.674352057	0.459871188	0.03174482	0.623654159	0.175311251	0.806061323	0.834720154	0.564586049	0.653249224	0.092459999	0.196520496	0.138835352	0.779371374	0.680574253	0.490469012	0.614404829	0.082545227	0.15692175	0.21178715	0.832751273	0.988866056	0.638703086	0.69209362	0.102374771	0.236119243	0.090867629	0.734827565	0.74975037	0.566790386	0.725789434	0.136433236	0.10139649	0.078096924	0.702999142	0.641995247	0.504515329	0.691298149	0.121084715	0.085470784	0.103638334	0.766655987	0.857505492	0.629065443	0.760280719	0.151781756	0.117322196
132	0.497353671	0.901227308	1.226627934	0.553227876	0.417098188	0.028420351	0.557902001	0.450239012	0.883105918	0.815615669	0.435810952	0.37834485	0.025074509	0.491264624	0.54446833	0.919348698	1.6376402	0.670644799	0.455851526	0.031766193	0.624539379	0.17586639	0.807571492	0.82518193	0.559572352	0.654120876	0.093279328	0.19403515	0.142254323	0.781374917	0.680715092	0.486288708	0.617699288	0.082086506	0.154848234	0.209478457	0.833768066	0.969648768	0.632855997	0.690542464	0.10447215	0.233222067	0.091105479	0.738511065	0.754156639	0.571208548	0.727405724	0.137443607	0.101077574	0.07679021	0.704270691	0.645496902	0.514187947	0.693702078	0.121986737	0.084986539	0.105420749	0.77275144	0.862816376	0.628229148	0.761109369	0.152900476	0.117168609
133	0.50045683	0.899582091	1.257715813	0.554369153	0.416735186	0.028383066	0.552754341	0.446741431	0.879412624	0.960920615	0.444748155	0.378863704	0.024990803	0.49700548	0.554172229	0.919751558	1.554511012	0.663990151	0.454606668	0.03177533	0.608503203	0.173270767	0.807329237	0.8278959	0.558607242	0.654081411	0.093142041	0.196448109	0.138584361	0.781122302	0.685948294	0.493748393	0.611848925	0.082187582	0.161011845	0.207957173	0.833536173	0.969843506	0.62346609	0.696313896	0.104096501	0.231884374	0.090584747	0.735177466	0.751343531	0.564149925	0.728861791	0.137916532	0.102966322	0.076903891	0.69584209	0.643947659	0.498897592	0.698011557	0.124170477	0.087385173	0.104265603	0.774512842	0.858739403	0.629402258	0.759712025	0.151662587	0.118547471
134	0.498009644	0.899811146	1.205451326	0.540172213	0.417740883	0.028603031	0.561677564	0.442535303	0.879588972	0.820149561	0.437519787	0.383422597	0.025345337	0.505324991	0.553483985	0.92003332	1.590753091	0.642824639	0.452059169	0.031860726	0.618030137	0.175120859	0.802648045	0.846851097	0.560922046	0.65303658	0.092956398	0.197065397	0.140386866	0.773582975	0.685261508	0.495596132	0.618031097	0.082149869	0.158839182	0.209854851	0.831713114	1.008440687	0.62624796	0.688042062	0.103762927	0.235291612	0.09190894	0.735429751	0.754607927	0.567410941	0.728912588	0.136779965	0.101475875	0.078833303	0.699037697	0.640360826	0.509946016	0.696329822	0.120188985	0.087467671	0.104984578	0.771821805	0.868855028	0.624875865	0.761495355	0.153370945	0.115484078
135	0.501389198	0.899828837	1.201815823	0.546787654	0.417469995	0.028385331	0.561521821	0.439837387	0.881101998	0.877297955	0.44610185	0.384776758	0.025085256	0.498351324	0.562941008	0.918555676	1.526333691	0.647473459	0.450163233	0.031685405	0.624692317	0.175026006	0.806492747	0.846621963	0.557882478	0.654687545	0.09253092	0.195178227	0.142754158	0.779228578	0.6973893	0.491451334	0.619993589	0.081441647	0.160366805	0.207297854	0.833756915	0.995854626	0.624313621	0.689381501	0.103620193	0.229989649	0.091673513	0.740062778	0.748871077	0.563409431	0.731174084	0.138952335	0.101435702	0.079401274	0.703242651	0.639614666	0.503771239	0.698724899	0.123907493	0.087072514	0.103945753	0.776882905	0.858127487	0.623047623	0.763623269	0.153997177	0.11579889
136	0.499584645	0.900462246	1.243932256	0.555550318	0.421631416	0.028423213	0.558325368	0.445400588	0.880245527	0.929657538	0.431263065	0.380715831	0.025459722	0.499920227	0.553768701	0.920678964	1.558206975	0.679837571	0.462547001	0.031386703	0.616730508	0.176906235	0.808205166	0.826981452	0.559620429	0.65615991	0.092553493	0.194840296	0.138407746	0.781565007	0.684188941	0.504174709	0.616172981	0.082772115	0.156900907	0.215404725	0.834845324	0.969773964	0.615066149	0.69614684	0.102334871	0.232779686	0.090361496	0.738224178	0.758464043	0.561875343	0.729076225	0.136010355	0.101612708	0.07798455	0.7047931	0.66782458	0.503508788	0.694677899	0.122781157	0.086175796	0.102738442	0.771655255	0.849103507	0.620241898	0.763474551	0.149239553	0.117049619
137	0.500773579	0.900903835	1.188127209	0.554951963	0.416721135	0.028192689	0.561342493	0.442736718	0.883204758	0.880904283	0.43939877	0.378558207	0.024959522	0.496851463	0.55881044	0.918602912	1.495350135	0.670505155	0.454884062	0.031425856	0.625833523	0.176639705	0.805893892	0.834479274	0.563120018	0.653677498	0.093112673	0.195643959	0.140915579	0.77862952	0.691252632	0.502256856	0.617153126	0.080496769	0.156403596	0.21236383	0.833158264	0.977705917	0.62398318	0.69020187	0.105728578	0.234884322	0.091548546	0.734609345	0.746911135	0.563486993	0.727985671	0.136358624	0.102167526	0.07986136	0.701475446	0.643633707	0.508953201	0.69375445	0.122587616	0.086547877	0.103235731	0.767743243	0.850188563	0.618020785	0.762216892	0.150129632	0.117787174
138	0.502964078	0.899805649	1.207237789	0.559139192	0.417919647	0.02840979	0.556045757	0.443328249	0.878074944	0.908120717	0.447525338	0.378516599	0.024930796	0.494879012	0.562599908	0.921536354	1.50635486	0.670753046	0.457322696	0.031888783	0.617212503	0.175674097	0.807168368	0.843288555	0.558305862	0.654035818	0.092930541	0.197104374	0.140415845	0.779569329	0.718705784	0.488422592	0.616046797	0.082637589	0.162959937	0.210932349	0.834767407	0.967871326	0.628189133	0.692024839	0.103223492	0.231248811	0.09138462	0.732159345	0.742370506	0.568120331	0.72980771	0.137915103	0.101285638	0.077861495	0.699236543	0.632677262	0.502868848	0.695978209	0.123966505	0.086461471	0.104907745	0.765082146	0.85206375	0.633371815	0.763637211	0.151863701	0.116109805
139	0.504862125	0.897812488	1.18304229	0.550157071	0.420557272	0.028649715	0.559326945	0.455529883	0.877993197	0.89989205	0.442555106	0.379441144	0.025615648	0.500494647	0.554194368	0.91763178	1.46619253	0.657759036	0.461673399	0.031683783	0.618159242	0.178142128	0.806098239	0.831880065	0.560357691	0.651343318	0.093467149	0.195133203	0.141109881	0.776541935	0.708502125	0.497323353	0.614519759	0.083074638	0.156530107	0.215174375	0.835654543	0.955258005	0.623392029	0.688166877	0.103859661	0.2337363	0.090659628	0.737070809	0.750299333	0.564988701	0.728716732	0.136018982	0.100090644	0.076894844	0.702035232	0.638615989	0.49981074	0.696264895	0.122434942	0.086068684	0.104424411	0.772106386	0.861982677	0.630166663	0.761168569	0.149603022	0.114112604
140	0.50029006	0.900487854	1.215069163	0.556838656	0.418974429	0.028549581	0.559215828	0.435309266	0.882249458	0.923497273	0.468312966	0.37876056	0.025390861	0.497908833	0.565270854	0.91872625	1.506641052	0.645364346	0.459188299	0.031708302	0.620522823	0.172854407	0.805937921	0.828705428	0.559059638	0.65375169	0.092937415	0.19783596	0.139098061	0.774656144	0.665312426	0.497693984	0.617890998	0.082377633	0.151765544	0.206610752	0.837219697	0.99209843	0.620425292	0.689612381	0.103497197	0.243906375	0.090838566	0.735164457	0.75469711	0.563597088	0.729127856	0.137885394	0.100870288	0.078449782	0.700628177	0.642989685	0.504009019	0.700565232	0.123827205	0.086701639	0.10322735	0.769700738	0.866404534	0.623185156	0.75769048	0.151943583	0.115038938
141	0.502611877	0.899667854	1.185248532	0.555626471	0.418696114	0.028528754	0.558411793	0.447703163	0.882268122	0.831705895	0.451452025	0.376023143	0.025696735	0.495865608	0.55752059	0.917067585	1.538791169	0.659800917	0.461369086	0.031360772	0.620957978	0.173122007	0.806845268	0.838990573	0.563489595	0.653448164	0.09263054	0.194266451	0.139923492	0.779499863	0.68979453	0.500611137	0.616636599	0.083702811	0.1636207	0.206320521	0.834190672	0.988186615	0.626368053	0.69025973	0.101558269	0.224912203	0.09234696	0.737219371	0.749292592	0.567915361	0.726759694	0.137602947	0.101773808	0.078636837	0.708328355	0.647679599	0.503794192	0.693742476	0.122211942	0.086635607	0.106057084	0.766110388	0.850905584	0.63203653	0.759776912	0.152993951	0.116912009
142	0.502128149	0.898810574	1.183649628	0.552799107	0.420082593	0.028655596	0.559122153	0.451114394	0.880702669	0.849192541	0.445929809	0.383719271	0.025481718	0.501044268	0.553141904	0.916918479	1.518106715	0.659668406	0.456445915	0.031829474	0.617200037	0.173957271	0.806238421	0.829023679	0.559108918	0.656107222	0.0934234	0.197317723	0.139244421	0.777706523	0.685243025	0.494329389	0.619111683	0.082842188	0.15987398	0.208670122	0.834770319	0.972804334	0.623888447	0.693102761	0.104004612	0.234761466	0.091893455	0.735529548	0.744624871	0.572532316	0.725706309	0.136572246	0.09989819	0.080212813	0.700050324	0.649108927	0.51276951	0.697475628	0.120476583	0.085631024	0.103574098	0.771008771	0.840140815	0.632295122	0.753936989	0.15266791	0.114165356
143	0.499105845	0.899718922	1.215863411	0.553445066	0.41956916	0.028512619	0.555268161	0.442999988	0.879302748	0.8767988	0.445663144	0.381175465	0.025163288	0.495418154	0.555211701	0.920135095	1.554928022	0.661226987	0.457962855	0.03186195	0.615118167	0.174232786	0.804994413	0.83593142	0.563178243	0.653367743	0.093387966	0.194204899	0.140512425	0.780247171	0.67643482	0.491491196	0.620417326	0.083301903	0.156139125	0.207953146	0.829741655	0.995428019	0.63486529	0.68631816	0.103474029	0.232270673	0.091062976	0.735531415	0.753295466	0.560087201	0.726390044	0.138963419	0.100308767	0.078402755	0.699316332	0.641401875	0.507187592	0.695976317	0.124894235	0.085964403	0.103723198	0.771746498	0.865189056	0.61298681	0.756803771	0.153032603	0.11465313
144	0.498874566	0.899511364	1.212273553	0.553966991	0.419005002	0.028389846	0.558052964	0.443730682	0.881957946	0.900393889	0.452683344	0.381792038	0.025196018	0.499770232	0.55401845	0.917064781	1.524153217	0.655250638	0.456217966	0.031583675	0.616335697	0.175193436	0.804879896	0.829739371	0.562856243	0.651088001	0.093278603	0.196025493	0.143215835	0.777848708	0.674643943	0.493315364	0.611177342	0.083882376	0.157290919	0.207171037	0.831911085	0.984834799	0.632397123	0.690998659	0.102674831	0.234760068	0.091382695	0.732246581	0.752739198	0.567512161	0.730904433	0.139433247	0.10103741	0.078406226	0.694974433	0.642663464	0.514116994	0.697707438	0.123641528	0.088805489	0.104359164	0.76951873	0.862814933	0.620907329	0.764101427	0.155224965	0.113269331
145	0.507999635	0.898783069	1.20212713	0.557318505	0.417532356	0.028562421	0.561571027	0.452609738	0.879393621	0.88831858	0.454952837	0.379242303	0.025272726	0.499423247	0.563389532	0.918172517	1.51593568	0.659684173	0.455822409	0.031852115	0.623718808	0.173241628	0.804966068	0.826329044	0.563230336	0.652370524	0.09288625	0.196530654	0.132356416	0.78104689	0.710642771	0.505874379	0.616004844	0.083022358	0.155204864	0.21412684	0.828885247	0.942015317	0.620586293	0.688736204	0.102750142	0.237856444	0.090815217	0.731967263	0.748255353	0.56744747	0.728642833	0.137664083	0.100009687	0.078054135	0.695218694	0.662198404	0.510522756	0.69381181	0.12420424	0.088196279	0.103576299	0.768715832	0.834312302	0.624372183	0.763473857	0.151123925	0.111823095
146	0.50328344	0.899736636	1.215823772	0.556782676	0.418614174	0.028367467	0.557008981	0.451699773	0.879895187	0.89372391	0.432361873	0.381000723	0.025034767	0.500151504	0.554867106	0.919578085	1.537923634	0.68120348	0.456227624	0.031700168	0.613866458	0.173256364	0.804120539	0.832236559	0.561431335	0.654200561	0.093750403	0.19122569	0.141632821	0.777615352	0.696709987	0.493126675	0.615267799	0.084358289	0.153507681	0.204879907	0.830625726	0.96776313	0.629735996	0.693133322	0.103142517	0.228943699	0.090045576	0.735796486	0.756091601	0.567685707	0.729241763	0.136497954	0.10115443	0.075219026	0.70356216	0.659546232	0.498776371	0.696294147	0.124108784	0.087111109	0.104872127	0.768030813	0.852636969	0.636595043	0.76218938	0.148887124	0.115197751
147	0.501139301	0.900537187	1.183100736	0.556457785	0.415654821	0.028620148	0.557230103	0.455849143	0.882626971	0.898442853	0.455624669	0.375965036	0.025809723	0.497591665	0.546429459	0.918447404	1.46775862	0.6572909	0.455344605	0.031430572	0.616868542	0.174517838	0.803828246	0.843958597	0.559629529	0.654433406	0.092551066	0.198336603	0.144517405	0.7754207	0.67566983	0.495597483	0.613712896	0.081133738	0.162493186	0.204518271	0.832235792	1.012247363	0.623661574	0.695153915	0.103968393	0.234180019	0.091266396	0.733439268	0.73791918	0.568567716	0.732069588	0.137934098	0.101074887	0.078203279	0.699843269	0.633802934	0.508724397	0.698346345	0.12295813	0.087534118	0.104329512	0.767035266	0.842035426	0.628411035	0.765792831	0.152910066	0.114615656
148	0.501212663	0.899046207	1.228948567	0.548967402	0.416137216	0.028361096	0.556017962	0.448821127	0.878373912	0.918253625	0.440662845	0.377991478	0.025002378	0.503265919	0.553604199	0.919718503	1.539643508	0.657271959	0.454282954	0.031719815	0.608770005	0.177199492	0.805095384	0.846386799	0.561194333	0.653703339	0.094317157	0.196378074	0.137400171	0.77718248	0.70813642	0.499977826	0.622958479	0.084482147	0.160675279	0.216998812	0.833008288	0.984637178	0.622410841	0.684448199	0.104152167	0.23208087	0.090790766	0.732257511	0.759023701	0.56686397	0.728096438	0.137318137	0.100851342	0.0774055	0.700696868	0.657877301	0.503306408	0.698431504	0.122541017	0.087945334	0.104176032	0.763818155	0.8601701	0.630421532	0.757761371	0.152095258	0.113757351
149	0.499328302	0.899678399	1.224063142	0.560199209	0.417664866	0.028495038	0.565427946	0.446582181	0.883023818	0.893161978	0.445407629	0.382896678	0.025327476	0.509147166	0.552074423	0.91633298	1.554964306	0.674990788	0.452433054	0.0316626	0.621708726	0.172329485	0.80432968	0.832756272	0.558097426	0.655268776	0.093685075	0.195067082	0.140242483	0.772214193	0.701057521	0.501874817	0.622304502	0.083506852	0.161000314	0.204416487	0.836445167	0.964455023	0.614320035	0.688233049	0.103863298	0.229133849	0.091040219	0.73228661	0.746918069	0.563033844	0.728349096	0.135851397	0.101200681	0.077953437	0.700389108	0.644242823	0.50111535	0.697076015	0.123806167	0.088047902	0.104127002	0.764184112	0.849593314	0.624952337	0.759622177	0.147896626	0.114353461
